DHQ Food Group Code,DHQ Food Group Name,CSFII 1994-96 Food Code,Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Beta Carotene,Data.Beta Cryptoxanthin,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Niacin,Data.Protein,Data.Retinol,Data.Riboflavin,Data.Selenium,Data.Sugar Total,Data.Thiamin,Data.Water,Data.Fat.Monosaturated Fat,Data.Fat.Polysaturated Fat,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Major Minerals.Sodium,Data.Major Minerals.Zinc,Data.Vitamins.Vitamin A - RAE,Data.Vitamins.Vitamin B12,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin C,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Food Group,Subgroup,Food Item,Serving size,Oxalate Category,Oxalate Value,Food Description in 1994-96 CSFII,GI Value,"GI Links to:   Foster-Powel K, Holt, SHA, Brand-Miller JC. International table of glycemic index and glycemic load values: 2002. Am J Clin Nutri 2002;76:5-56."
5.1,"Milk, whole in cereal",11111000,Milk,"Milk, whole",11111000,0,7,0,4.67,12,17.8,0.0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0.0,12,101,150,38,0.41,32,0.54,0.061,0.0,0.05,0.3,Dairy,Milk,Whole Milk,1 cup,Very Low,1,"Milk, cow's, fluid, whole",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
5.1,"Milk, whole in cereal",11111000,Milk,"Milk, whole",11111000,0,7,0,4.67,12,17.8,0.0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0.0,12,101,150,38,0.41,32,0.54,0.061,0.0,0.05,0.3,Beverages,Dairy Beverages,Whole Milk,1 cup,Very Low,1,"Milk, cow's, fluid, whole",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
10.1,"Milk, whole not in coffee/tea",11111000,Milk,"Milk, whole",11111000,0,7,0,4.67,12,17.8,0.0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0.0,12,101,150,38,0.41,32,0.54,0.061,0.0,0.05,0.3,Dairy,Milk,Whole Milk,1 cup,Very Low,1,"Milk, cow's, fluid, whole",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
10.1,"Milk, whole not in coffee/tea",11111000,Milk,"Milk, whole",11111000,0,7,0,4.67,12,17.8,0.0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0.0,12,101,150,38,0.41,32,0.54,0.061,0.0,0.05,0.3,Beverages,Dairy Beverages,Whole Milk,1 cup,Very Low,1,"Milk, cow's, fluid, whole",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
15.1,"Milk, whole in coffee or tea",11111000,Milk,"Milk, whole",11111000,0,7,0,4.67,12,17.8,0.0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0.0,12,101,150,38,0.41,32,0.54,0.061,0.0,0.05,0.3,Dairy,Milk,Whole Milk,1 cup,Very Low,1,"Milk, cow's, fluid, whole",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
15.1,"Milk, whole in coffee or tea",11111000,Milk,"Milk, whole",11111000,0,7,0,4.67,12,17.8,0.0,0,0,0.105,3.28,31,0.138,1.9,4.81,0.056,88.1,0.688,0.108,1.86,3.2,123,0.001,0.0,12,101,150,38,0.41,32,0.54,0.061,0.0,0.05,0.3,Beverages,Dairy Beverages,Whole Milk,1 cup,Very Low,1,"Milk, cow's, fluid, whole",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
5.2,"Milk, 2% in cereal",11112110,Milk,"Milk, reduced fat (2%)",11112110,0,3,0,4.91,8,18.2,0.0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0.0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2,Dairy,Milk,2% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
5.2,"Milk, 2% in cereal",11112110,Milk,"Milk, reduced fat (2%)",11112110,0,3,0,4.91,8,18.2,0.0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0.0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2,Beverages,Dairy Beverages,2% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.2,"Milk, 2% not in coffee/tea",11112110,Milk,"Milk, reduced fat (2%)",11112110,0,3,0,4.91,8,18.2,0.0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0.0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2,Dairy,Milk,2% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.2,"Milk, 2% not in coffee/tea",11112110,Milk,"Milk, reduced fat (2%)",11112110,0,3,0,4.91,8,18.2,0.0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0.0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2,Beverages,Dairy Beverages,2% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
15.2,"Milk, 2% in coffee or tea",11112110,Milk,"Milk, reduced fat (2%)",11112110,0,3,0,4.91,8,18.2,0.0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0.0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2,Dairy,Milk,2% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
15.2,"Milk, 2% in coffee or tea",11112110,Milk,"Milk, reduced fat (2%)",11112110,0,3,0,4.91,8,18.2,0.0,0,0,0.112,3.35,83,0.137,1.8,4.89,0.059,89.1,0.4,0.058,1.11,1.9,126,0.001,0.0,12,103,159,39,0.43,83,0.55,0.061,0.2,0.03,0.2,Beverages,Dairy Beverages,2% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
5.2,"Milk, 2% in cereal",11115200,Buttermilk,"Buttermilk, reduced fat (2%)",11115200,0,3,0,5.3,8,16.0,0.0,0,0,0.1,4.1,16,0.21,2.3,5.3,0.05,87.7,0.576,0.071,1.242,2.0,143,0.008,0.06,13,82,180,105,0.24,16,0.37,0.03,1.5,0.11,0.1,Dairy,Milk,Buttermilk,1 cup,Very Low,1,"Buttermilk, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.2,"Milk, 2% not in coffee/tea",11115200,Buttermilk,"Buttermilk, reduced fat (2%)",11115200,0,3,0,5.3,8,16.0,0.0,0,0,0.1,4.1,16,0.21,2.3,5.3,0.05,87.7,0.576,0.071,1.242,2.0,143,0.008,0.06,13,82,180,105,0.24,16,0.37,0.03,1.5,0.11,0.1,Dairy,Milk,Buttermilk,1 cup,Very Low,1,"Buttermilk, fluid, 2% fat",29.5,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies
373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
5.3,"Milk, 1% in cereal",11112210,Milk,"Milk, low fat (1%)",11112210,0,1,0,5.19,5,17.4,0.0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0.0,12,103,159,39,0.43,58,0.61,0.06,0.0,0.02,0.1,Dairy,Milk,1% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 1% fat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
5.3,"Milk, 1% in cereal",11112210,Milk,"Milk, low fat (1%)",11112210,0,1,0,5.19,5,17.4,0.0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0.0,12,103,159,39,0.43,58,0.61,0.06,0.0,0.02,0.1,Beverages,Dairy Beverages,1% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 1% fat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.3,"Milk, 1% not in coffee/tea",11112210,Milk,"Milk, low fat (1%)",11112210,0,1,0,5.19,5,17.4,0.0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0.0,12,103,159,39,0.43,58,0.61,0.06,0.0,0.02,0.1,Dairy,Milk,1% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 1% fat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.3,"Milk, 1% not in coffee/tea",11112210,Milk,"Milk, low fat (1%)",11112210,0,1,0,5.19,5,17.4,0.0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0.0,12,103,159,39,0.43,58,0.61,0.06,0.0,0.02,0.1,Beverages,Dairy Beverages,1% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 1% fat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
15.3,"Milk, 1% in coffee or tea",11112210,Milk,"Milk, low fat (1%)",11112210,0,1,0,5.19,5,17.4,0.0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0.0,12,103,159,39,0.43,58,0.61,0.06,0.0,0.02,0.1,Dairy,Milk,1% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 1% fat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
15.3,"Milk, 1% in coffee or tea",11112210,Milk,"Milk, low fat (1%)",11112210,0,1,0,5.19,5,17.4,0.0,0,0,0.113,3.38,58,0.14,2.1,4.96,0.057,89.7,0.21,0.032,0.568,0.95,126,0.001,0.0,12,103,159,39,0.43,58,0.61,0.06,0.0,0.02,0.1,Beverages,Dairy Beverages,1% Milk,1 cup,Very Low,1,"Milk, cow's, fluid, 1% fat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
5.4,"Milk, nonfat/skim in cereal",11113000,Milk,"Milk, fat free (skim)",11113000,0,2,0,4.89,3,18.2,0.0,0,0,0.118,3.43,64,0.131,2.0,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0.0,12,107,167,41,0.45,64,0.58,0.058,0.0,0.0,0.0,Dairy,Milk,Fat Free Milk,1 cup,Very Low,1,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
5.4,"Milk, nonfat/skim in cereal",11113000,Milk,"Milk, fat free (skim)",11113000,0,2,0,4.89,3,18.2,0.0,0,0,0.118,3.43,64,0.131,2.0,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0.0,12,107,167,41,0.45,64,0.58,0.058,0.0,0.0,0.0,Beverages,Dairy Beverages,Fat Free Milk,1 cup,Very Low,1,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.4,"Milk, nonfat/skim not in coffee/tea",11113000,Milk,"Milk, fat free (skim)",11113000,0,2,0,4.89,3,18.2,0.0,0,0,0.118,3.43,64,0.131,2.0,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0.0,12,107,167,41,0.45,64,0.58,0.058,0.0,0.0,0.0,Dairy,Milk,Fat Free Milk,1 cup,Very Low,1,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.4,"Milk, nonfat/skim not in coffee/tea",11113000,Milk,"Milk, fat free (skim)",11113000,0,2,0,4.89,3,18.2,0.0,0,0,0.118,3.43,64,0.131,2.0,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0.0,12,107,167,41,0.45,64,0.58,0.058,0.0,0.0,0.0,Beverages,Dairy Beverages,Fat Free Milk,1 cup,Very Low,1,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
15.4,"Milk, nonfat/skim in coffee or tea",11113000,Milk,"Milk, fat free (skim)",11113000,0,2,0,4.89,3,18.2,0.0,0,0,0.118,3.43,64,0.131,2.0,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0.0,12,107,167,41,0.45,64,0.58,0.058,0.0,0.0,0.0,Dairy,Milk,Fat Free Milk,1 cup,Very Low,1,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
15.4,"Milk, nonfat/skim in coffee or tea",11113000,Milk,"Milk, fat free (skim)",11113000,0,2,0,4.89,3,18.2,0.0,0,0,0.118,3.43,64,0.131,2.0,5.05,0.056,90.8,0.017,0.006,0.049,0.08,132,0.002,0.0,12,107,167,41,0.45,64,0.58,0.058,0.0,0.0,0.0,Beverages,Dairy Beverages,Fat Free Milk,1 cup,Very Low,1,"Milk, cow's, fluid, skim or nonfat, 0.5% or less butterfat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
7.1,"Non-dairy crm, liquid, reg in coffee or tea",12200100,Coffee creamer,"Coffee creamer, NFS",12200100,0,9,0,11.38,0,0.0,0.0,0,0,0.0,1.0,0,0.0,1.1,11.38,0.0,77.27,7.551,0.027,1.937,9.97,9,0.0,0.03,0,64,191,67,0.02,1,0.0,0.0,0.0,0.81,2.5,Dairy,Cream Products,Coffee Creamer,1 Tbs,Little or None,0,"Cream substitute, NS as to frozen, liquid, or powdered",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
9.1,"Cream, reg or 1/2&1/2 in coffee or tea",12130100,Cream,"Cream, heavy",12130100,0,72,0,2.84,113,16.8,0.0,0,0,0.064,2.84,405,0.188,3.0,2.92,0.02,57.71,9.101,1.57,23.032,36.08,66,0.011,0.1,7,58,95,27,0.24,411,0.16,0.035,0.6,0.92,3.2,Dairy,Cream Products,Homemade Cream Sauce,1 cup,Low,3,"Cream, heavy, fluid",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
10.1,"Milk, whole not in coffee/tea",11511100,Chocolate milk,"Chocolate milk, ready to drink, whole",11511100,0,7,0,10.34,12,17.0,0.8,0,0,0.125,3.17,26,0.162,1.9,9.54,0.037,82.3,0.99,0.124,2.104,3.39,112,0.065,0.24,13,101,167,60,0.41,27,0.33,0.04,0.9,0.07,0.3,Dairy,Milk,Chocolate Milk,1 cup,Moderate,7,"Milk, chocolate, whole milk-based",36.0,53;BEVERAGES;Drinks made from drinking mix powders;Milo (chocolate nutrient-fortified drink powder);Mean of 2 studies
10.1,"Milk, whole not in coffee/tea",11513500,Chocolate milk,"Chocolate milk, made from syrup with whole milk",11513500,0,6,0,13.0,10,15.5,0.0,0,0,0.114,2.84,27,0.124,1.8,12.16,0.049,80.62,0.596,0.094,1.612,2.77,107,0.042,0.0,16,95,146,53,0.43,28,0.47,0.054,0.0,0.04,0.3,Beverages,Dairy Beverages,Chocolate Milk,1 cup,Moderate,7,"Chocolate syrup, whole milk added",36.0,53;BEVERAGES;Drinks made from drinking mix powders;Milo (chocolate nutrient-fortified drink powder);Mean of 2 studies
10.2,"Milk, 2% not in coffee/tea",11511200,Chocolate milk,"Chocolate milk, ready to drink, reduced fat",11511200,0,11,0,12.13,8,17.1,0.7,0,0,0.164,2.99,63,0.183,3.4,9.55,0.045,82.17,0.455,0.089,1.177,1.9,109,0.075,0.24,14,102,169,66,0.39,64,0.33,0.024,0.0,0.04,0.2,Dairy,Milk,Chocolate Milk,1 cup,Moderate,7,"Milk, chocolate, reduced fat milk-based (formerly ""lowfat"")",37.5,"55;BEVERAGES;Drinks made from drinking mix powders;Quik (sweet drink powder);Quik, chocolate (Nestle, Australia), dissolved in 1.5%-fat milk
376;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, low-fat, chocolate, with sugar (Lite White; Dairy Farmers, Australia)"
15.2,"Milk, 2% in coffee or tea",11511200,Chocolate milk,"Chocolate milk, ready to drink, reduced fat",11511200,0,11,0,12.13,8,17.1,0.7,0,0,0.164,2.99,63,0.183,3.4,9.55,0.045,82.17,0.455,0.089,1.177,1.9,109,0.075,0.24,14,102,169,66,0.39,64,0.33,0.024,0.0,0.04,0.2,Dairy,Milk,Chocolate Milk,1 cup,Moderate,7,"Milk, chocolate, reduced fat milk-based (formerly ""lowfat"")",37.5,"55;BEVERAGES;Drinks made from drinking mix powders;Quik (sweet drink powder);Quik, chocolate (Nestle, Australia), dissolved in 1.5%-fat milk
376;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, low-fat, chocolate, with sugar (Lite White; Dairy Farmers, Australia)"
10.3,"Milk, 1% not in coffee/tea",11115000,Buttermilk,"Buttermilk, fat free (skim)",11115000,0,1,0,4.79,4,17.7,0.0,0,0,0.058,3.31,13,0.154,2.0,4.79,0.034,90.13,0.254,0.033,0.66,1.07,116,0.011,0.05,11,89,151,148,0.42,14,0.22,0.034,1.0,0.05,0.1,Dairy,Milk,Buttermilk,1 cup,Very Low,1,"Buttermilk, fluid, nonfat",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
10.4,"Milk, nonfat/skim not in coffee/tea",11513700,Chocolate milk,"Chocolate milk, made from syrup with fat free milk",11513700,0,2,0,13.19,3,15.9,0.0,0,0,0.125,2.97,55,0.118,1.9,12.37,0.049,82.96,0.015,0.005,0.042,0.07,114,0.043,0.0,16,100,161,56,0.46,55,0.5,0.051,0.0,0.0,0.0,Beverages,Dairy Beverages,Chocolate Milk,1 cup,Moderate,7,"Chocolate syrup, skim milk added",37.5,"55;BEVERAGES;Drinks made from drinking mix powders;Quik (sweet drink powder);Quik, chocolate (Nestle, Australia), dissolved in 1.5%-fat milk
376;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, low-fat, chocolate, with sugar (Lite White; Dairy Farmers, Australia)"
30.1,"Yogurt, all",11411100,Yogurt,"Yogurt, whole milk, plain",11411100,0,5,0,4.66,13,15.2,0.0,0,0,0.075,3.47,27,0.142,2.2,4.66,0.029,87.89,0.893,0.092,2.096,3.25,121,0.009,0.05,12,95,155,46,0.59,27,0.37,0.032,0.5,0.06,0.2,Dairy,Yogurt Products,Plain Yogurt,1 cup,Very Low,2,"Yogurt, plain, whole milk",36.0,"379;DAIRY PRODUCTS AND ALTERNATIVES;;Yogurt;Yogurt, NS (Canada)"
30.1,"Yogurt, all",11431000,Yogurt,"Yogurt, whole milk, fruit",11431000,0,4,0,12.36,11,14.6,0.1,0,0,0.07,3.1,24,0.134,2.2,9.92,0.027,81.0,0.79,0.081,1.845,2.87,109,0.02,0.1,11,86,146,44,0.53,24,0.33,0.031,1.5,0.07,0.2,Dairy,Yogurt Products,Yogurt with Fruit,8 oz,Very Low,1,"Yogurt, fruit variety, whole milk",33.0,"380;DAIRY PRODUCTS AND ALTERNATIVES;;Low-fat yogurt;Low-fat, fruit, sugar (Ski; Dairy Farmers, Australia)"
30.1,"Yogurt, all",11433000,Yogurt,"Yogurt, nonfat milk, fruit",11433000,0,0,0,15.02,2,14.6,0.1,0,0,0.113,5.09,2,0.215,3.4,12.58,0.044,78.65,0.048,0.004,0.103,0.17,177,0.025,0.14,17,140,234,72,0.86,2,0.54,0.049,1.8,0.01,0.2,Dairy,Yogurt Products,Non Fat Yogurt with Fruit,8 oz,Very Low,1,"Yogurt, fruit variety, nonfat milk",32.0,"380;DAIRY PRODUCTS AND ALTERNATIVES;;Low-fat yogurt;Low-fat (0.9%), fruit, wild strawberry (Ski d'lite; Dairy Farmers, Australia)
380;DAIRY PRODUCTS AND ALTERNATIVES;;Low-fat yogurt;Low-fat, fruit, sugar (Ski; Dairy Farmers, Australia)"
40.1,Cot/ricot cheese,14201200,Cottage cheese,"Cottage cheese, farmer's",14201200,0,22,0,3.18,31,18.6,0.0,0,0,0.093,10.49,82,0.154,9.1,2.52,0.025,75.19,2.394,0.329,5.198,9.8,78,0.027,0.07,8,150,98,297,0.38,83,0.41,0.043,0.0,0.24,0.5,Dairy,Cheese Products,Cottage Cheese,1/2 cup,Little or None,0,"Cottage cheese, farmer's",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
40.1,Cot/ricot cheese,14204010,Cheese,"Cheese, cottage, low fat",14204010,0,0,0,4.31,12,16.3,0.0,0,0,0.09,11.0,69,0.234,14.6,4.1,0.02,81.1,0.469,0.072,1.26,2.3,103,0.03,0.13,9,148,120,321,0.61,69,0.42,0.057,0.0,0.08,0.0,Dairy,Cheese Products,Low Fat Cottage Cheese,1 cup,Little or None,0,"Cheese, cottage, lowfat (1-2% fat)",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
45.1,"Sour cream, reg",12310100,Sour cream,"Sour cream, regular",12310100,0,25,1,4.63,59,19.2,0.0,4,0,0.093,2.44,121,0.168,3.7,3.41,0.02,73.07,4.594,0.8,10.14,19.35,101,0.018,0.07,10,76,125,31,0.33,124,0.21,0.041,0.9,0.38,1.5,Dairy,Cream Products,Sour Cream,1 Tbs,Little or None,0,Sour cream,27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
45.2,"Sour cream, lowfat",12310370,Sour cream,"Sour cream, fat free",12310370,0,9,0,15.6,9,19.2,0.0,0,0,0.07,3.1,72,0.15,5.3,0.39,0.04,80.6,0.0,0.0,0.0,0.0,125,0.016,0.0,10,95,129,141,0.5,73,0.3,0.02,0.0,0.0,0.0,Dairy,Cream Products,Sour Cream,1 Tbs,Little or None,0,"Sour cream, fat free",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
50.2,"Cheese, lowfat",14107010,Cheese,"Cheese, Mozzarella, NFS",14107010,0,0,0,4.44,65,13.5,0.0,0,0,0.101,23.7,203,0.36,26.7,1.81,0.023,47.7,4.65,0.744,11.7,20.4,693,0.035,0.2,27,533,116,699,3.62,203,1.65,0.09,0.0,0.51,1.3,Dairy,Cheese Products,Mozzarella Cheese,1 oz,Little or None,0,"Cheese, Mozzarella, NFS",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
50.2,"Cheese, lowfat",14107250,Cheese,"Cheese, Muenster, reduced fat",14107250,0,8,0,3.5,63,15.4,0.0,0,0,0.1,24.7,174,0.36,14.5,3.5,0.01,50.5,5.09,0.65,10.95,17.6,529,0.031,0.41,27,468,134,600,2.81,175,1.47,0.06,0.0,0.15,1.5,Dairy,Cheese Products,Low Fat Cheese,1 slice,Little or None,0,"Cheese, Muenster, lowfat",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
60.1,"Cream cheese, reg",14301010,Cream cheese,"Cream cheese, regular, plain",14301010,1,59,2,5.52,101,26.8,0.0,7,0,0.091,6.15,303,0.23,8.6,3.76,0.023,52.62,8.907,1.483,20.213,34.44,97,0.018,0.11,9,107,132,314,0.5,308,0.22,0.056,0.0,0.86,2.1,Dairy,Dairy Spreads,Cream Cheese,1 oz,Little or None,0,"Cheese, cream",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
60.2,"Cream cheese, lowfat",14303010,Cream cheese,"Cream cheese, light",14303010,0,11,0,8.13,54,12.1,0.0,0,0,0.125,7.85,160,0.185,4.0,5.82,0.04,66.72,3.996,0.658,9.098,15.28,148,0.032,0.17,8,152,247,359,0.57,161,0.92,0.045,0.0,0.27,1.1,Dairy,Dairy Spreads,Low Fat Cream Cheese,1 oz,Very Low,1,"Cheese, cream, lowfat",27.0,"369;DAIRY PRODUCTS AND ALTERNATIVES;;Milk, full-fat;Mean of 5 studies"
60.2,"Cream cheese, lowfat",14410380,Cream cheese spread,"Cream cheese spread, fat free",14410380,0,11,0,7.66,12,65.2,0.0,0,0,0.23,15.69,10,0.265,4.9,5.48,0.04,71.87,0.25,0.057,0.644,1.0,351,0.036,0.19,22,523,278,702,1.5,11,0.95,0.05,0.0,0.02,0.2,Dairy,Dairy Spreads,Cream Cheese Fat Free,1 oz,Very Low,1,"Cheese, processed cream cheese product, nonfat or fat free",32.0,"373;DAIRY PRODUCTS AND ALTERNATIVES;;;Milk, skim (Canada)"
65.1,"Cream, reg, whipped",12140000,Cream,"Cream, whipped",12140000,0,68,0,8.59,106,15.8,0.0,0,0,0.06,2.67,381,0.178,2.9,8.55,0.019,54.3,8.561,1.477,21.666,33.94,62,0.011,0.1,7,55,89,26,0.23,387,0.15,0.033,0.6,0.86,3.0,Dairy,Cream Products,Homemade Cream Sauce,1 cup,Low,3,"Cream, heavy, whipped, sweetened",55.4,"12140000;RECIPE;;;Cream, heavy, whipped, sweetened"
75.1,"Ice cream, reg",13110100,Ice cream,"Ice cream, vanilla",13110100,0,19,0,23.6,44,26.0,0.7,0,0,0.116,3.5,116,0.24,1.8,21.22,0.041,61.0,2.969,0.452,6.79,11.0,128,0.023,0.09,14,105,199,80,0.69,118,0.39,0.048,0.6,0.3,0.3,Dairy,Ice Creams,Ice Cream (Vanilla),1/2 cup,Little or None,0,"Ice cream, regular, flavors other than chocolate",61.0,"366;DAIRY PRODUCTS AND ALTERNATIVES;;Ice cream, regular, NS;Mean of 5 studies"
